time,Charge Power,Discharge Power,MeterPower,SoC
2026-02-18 02:57:37 AEDT+1100,0.0,1.067,0.016,12.0
2026-02-18 03:02:38 AEDT+1100,0.0,0.336,0.011,12.0
2026-02-18 03:07:37 AEDT+1100,0.0,0.62,0.018,12.0
2026-02-18 03:12:37 AEDT+1100,0.0,0.617,0.01,12.0
2026-02-18 03:17:38 AEDT+1100,0.0,1.274,0.016,12.0
2026-02-18 03:22:37 AEDT+1100,0.0,1.314,0.016,11.0
2026-02-18 03:27:38 AEDT+1100,0.0,1.328,0.018,11.0
2026-02-18 03:32:37 AEDT+1100,0.0,1.327,0.013,11.0
2026-02-18 03:37:37 AEDT+1100,0.0,1.06,0.01,11.0
2026-02-18 03:42:38 AEDT+1100,0.0,0.334,0.01,11.0
2026-02-18 03:47:37 AEDT+1100,0.0,0.0,0.927,10.0
2026-02-18 03:52:38 AEDT+1100,0.0,0.0,0.284,10.0
2026-02-18 03:57:38 AEDT+1100,0.0,0.0,1.239,10.0
2026-02-18 04:02:37 AEDT+1100,0.0,0.0,1.213,10.0
2026-02-18 04:07:38 AEDT+1100,0.0,0.0,1.232,10.0
2026-02-18 04:12:37 AEDT+1100,0.0,0.0,1.089,10.0
2026-02-18 04:17:38 AEDT+1100,0.0,0.0,0.404,10.0
2026-02-18 04:22:37 AEDT+1100,0.0,0.0,1.049,10.0
2026-02-18 04:27:37 AEDT+1100,0.0,0.0,0.143,10.0
2026-02-18 04:32:38 AEDT+1100,0.0,0.0,0.805,10.0
2026-02-18 04:37:37 AEDT+1100,0.0,0.0,0.809,10.0
2026-02-18 04:42:38 AEDT+1100,0.0,0.0,0.826,10.0
2026-02-18 04:47:38 AEDT+1100,0.0,0.0,0.406,10.0
2026-02-18 04:52:37 AEDT+1100,0.0,0.0,0.4,10.0
2026-02-18 04:57:43 AEDT+1100,0.0,0.0,0.403,10.0
2026-02-18 05:02:37 AEDT+1100,0.0,0.0,0.404,10.0
2026-02-18 05:07:39 AEDT+1100,0.0,0.0,0.408,10.0
2026-02-18 05:12:38 AEDT+1100,0.0,0.0,0.149,10.0
2026-02-18 05:17:37 AEDT+1100,0.0,0.0,0.81,10.0
2026-02-18 05:22:38 AEDT+1100,0.0,0.0,0.821,10.0
2026-02-18 05:27:37 AEDT+1100,0.0,0.0,0.843,10.0
2026-02-18 05:32:38 AEDT+1100,0.0,0.0,0.447,10.0
2026-02-18 05:37:38 AEDT+1100,0.0,0.0,1.09,10.0
2026-02-18 05:42:37 AEDT+1100,0.0,0.0,0.435,10.0
2026-02-18 05:47:38 AEDT+1100,0.0,0.0,1.105,10.0
2026-02-18 05:52:37 AEDT+1100,0.0,0.0,0.448,10.0
2026-02-18 05:57:38 AEDT+1100,0.0,0.0,1.126,10.0
2026-02-18 06:02:38 AEDT+1100,0.0,0.0,0.245,10.0
2026-02-18 06:07:37 AEDT+1100,0.0,0.0,0.246,10.0
2026-02-18 06:12:38 AEDT+1100,0.0,0.0,0.885,10.0
2026-02-18 06:17:37 AEDT+1100,0.0,0.0,0.174,10.0
2026-02-18 06:22:38 AEDT+1100,0.0,0.0,0.42,10.0
2026-02-18 06:27:38 AEDT+1100,0.0,0.0,0.399,10.0
2026-02-18 06:32:37 AEDT+1100,0.0,0.0,1.004,10.0
2026-02-18 06:37:38 AEDT+1100,0.0,0.0,0.387,10.0
2026-02-18 06:42:37 AEDT+1100,0.0,0.0,0.403,10.0
2026-02-18 06:47:38 AEDT+1100,0.0,0.029,0.368,10.0
2026-02-18 06:52:38 AEDT+1100,0.0,0.0,0.961,10.0
2026-02-18 06:57:37 AEDT+1100,0.0,0.039,0.987,10.0
2026-02-18 07:02:38 AEDT+1100,0.0,0.024,0.105,10.0
2026-02-18 07:07:37 AEDT+1100,0.0,0.045,0.191,10.0
2026-02-18 07:12:40 AEDT+1100,0.0,0.06,0.336,10.0
2026-02-18 07:17:38 AEDT+1100,0.0,0.045,0.344,10.0
2026-02-18 07:22:37 AEDT+1100,0.0,0.044,0.291,10.0
2026-02-18 07:27:38 AEDT+1100,0.0,0.049,0.222,10.0
2026-02-18 07:32:37 AEDT+1100,0.0,0.012,0.094,10.0
2026-02-18 07:37:38 AEDT+1100,0.077,0.0,0.018,10.0
2026-02-18 07:42:38 AEDT+1100,0.154,0.0,0.008,10.0
2026-02-18 07:47:37 AEDT+1100,0.305,0.0,0.005,10.0
2026-02-18 07:52:38 AEDT+1100,0.406,0.0,0.008,10.0
2026-02-18 07:57:37 AEDT+1100,0.415,0.0,0.009,10.0
2026-02-18 08:02:38 AEDT+1100,0.321,0.0,0.013,10.0
2026-02-18 08:07:38 AEDT+1100,0.06,0.0,0.062,10.0
2026-02-18 08:12:37 AEDT+1100,0.0,0.052,0.252,10.0
2026-02-18 08:17:38 AEDT+1100,0.033,0.0,0.067,10.0
2026-02-18 08:22:37 AEDT+1100,2.068,0.0,0.007,10.0
2026-02-18 08:27:38 AEDT+1100,2.453,0.0,0.009,10.0
2026-02-18 08:32:38 AEDT+1100,2.461,0.0,0.012,11.0
2026-02-18 08:37:37 AEDT+1100,2.501,0.0,0.01,11.0
2026-02-18 08:42:38 AEDT+1100,2.678,0.0,0.005,12.0
2026-02-18 08:47:37 AEDT+1100,2.214,0.0,0.005,13.0
2026-02-18 08:52:38 AEDT+1100,2.682,0.0,0.013,13.0
2026-02-18 08:57:38 AEDT+1100,2.963,0.0,0.013,14.0
2026-02-18 09:02:37 AEDT+1100,3.086,0.0,0.007,14.0
2026-02-18 09:07:38 AEDT+1100,3.236,0.0,0.008,15.0
2026-02-18 09:12:37 AEDT+1100,3.708,0.0,0.011,16.0
2026-02-18 09:17:38 AEDT+1100,3.76,0.0,0.007,16.0
2026-02-18 09:22:38 AEDT+1100,4.002,0.0,0.01,17.0
2026-02-18 09:27:37 AEDT+1100,4.095,0.0,0.005,18.0
2026-02-18 09:32:38 AEDT+1100,4.133,0.0,0.015,19.0
2026-02-18 09:37:37 AEDT+1100,5.156,0.0,0.014,20.0
2026-02-18 09:42:38 AEDT+1100,5.393,0.0,0.017,21.0
2026-02-18 09:47:38 AEDT+1100,5.574,0.0,0.011,22.0
2026-02-18 09:52:37 AEDT+1100,5.797,0.0,0.012,23.0
2026-02-18 09:57:38 AEDT+1100,6.321,0.0,0.008,24.0
2026-02-18 10:02:37 AEDT+1100,6.403,0.0,0.012,26.0
2026-02-18 10:07:38 AEDT+1100,6.644,0.0,0.009,27.0
2026-02-18 10:12:38 AEDT+1100,6.887,0.0,0.008,28.0
2026-02-18 10:17:37 AEDT+1100,7.165,0.0,0.01,30.0
2026-02-18 10:22:38 AEDT+1100,7.051,0.0,0.015,31.0
2026-02-18 10:27:38 AEDT+1100,7.202,0.0,0.013,33.0
2026-02-18 10:32:38 AEDT+1100,5.501,0.0,0.005,34.0
2026-02-18 10:37:38 AEDT+1100,5.856,0.0,0.009,35.0
2026-02-18 10:42:37 AEDT+1100,8.009,0.0,0.015,37.0
2026-02-18 10:47:38 AEDT+1100,8.07,0.0,0.01,38.0
2026-02-18 10:52:38 AEDT+1100,8.209,0.0,0.006,40.0
2026-02-18 10:57:38 AEDT+1100,8.413,0.0,0.016,42.0
2026-02-18 11:02:38 AEDT+1100,8.267,0.0,0.018,43.0
2026-02-18 11:07:37 AEDT+1100,8.368,0.0,0.007,45.0
2026-02-18 11:12:38 AEDT+1100,8.497,0.0,0.013,47.0
2026-02-18 11:17:37 AEDT+1100,8.506,0.0,0.019,49.0
2026-02-18 11:22:38 AEDT+1100,8.642,0.0,0.009,50.0
2026-02-18 11:27:38 AEDT+1100,8.809,0.0,0.017,52.0
2026-02-18 11:32:37 AEDT+1100,9.225,0.0,0.009,54.0
2026-02-18 11:37:38 AEDT+1100,9.247,0.0,0.012,56.0
2026-02-18 11:42:38 AEDT+1100,9.433,0.0,0.009,58.0
2026-02-18 11:47:38 AEDT+1100,9.572,0.0,0.009,60.0
2026-02-18 11:52:38 AEDT+1100,9.363,0.0,0.019,61.0
2026-02-18 11:57:37 AEDT+1100,9.403,0.0,0.012,63.0
2026-02-18 12:02:38 AEDT+1100,9.477,0.0,0.011,65.0
2026-02-18 12:07:38 AEDT+1100,9.659,0.0,0.011,67.0
2026-02-18 12:12:38 AEDT+1100,9.723,0.0,0.013,69.0
2026-02-18 12:17:38 AEDT+1100,10.051,0.0,0.008,71.0
2026-02-18 12:22:37 AEDT+1100,10.194,0.0,0.008,73.0
2026-02-18 12:27:38 AEDT+1100,10.139,0.0,0.013,75.0
2026-02-18 12:32:37 AEDT+1100,10.233,0.0,0.006,77.0
2026-02-18 12:37:38 AEDT+1100,9.899,0.0,0.015,79.0
2026-02-18 12:42:38 AEDT+1100,10.061,0.0,0.01,81.0
2026-02-18 12:47:40 AEDT+1100,10.177,0.0,0.009,83.0
2026-02-18 12:52:40 AEDT+1100,10.124,0.0,0.009,85.0
2026-02-18 12:57:38 AEDT+1100,10.029,0.0,0.006,87.0
2026-02-18 13:02:38 AEDT+1100,10.275,0.0,0.009,89.0
2026-02-18 13:07:38 AEDT+1100,10.295,0.0,0.013,91.0
2026-02-18 13:12:37 AEDT+1100,10.454,0.0,0.008,93.0
2026-02-18 13:17:38 AEDT+1100,10.42,0.0,0.007,95.0
2026-02-18 13:22:38 AEDT+1100,10.675,0.0,0.005,96.0
2026-02-18 13:27:38 AEDT+1100,1.483,0.0,0.015,96.0
2026-02-18 13:32:38 AEDT+1100,10.714,0.0,0.006,97.0
2026-02-18 13:37:37 AEDT+1100,2.487,0.0,-7.684,99.0
2026-02-18 13:42:40 AEDT+1100,0.0,0.018,-9.33,100.0
2026-02-18 13:47:38 AEDT+1100,0.0,0.018,-9.348,100.0
